sim_num,rate_num,ratio,trace,score,var_fin,learn_time,n_selected,n_pruned
0,5,95,True,62.0,0.0007922790812250842,102.05000000000001,87,8
0,5,95,False,84.0,0.19863063754518406,208.85000000000002,48,47
0,5,100,True,52.0,0.11641629605864981,130.95000000000002,53,47
0,5,100,False,49.0,0.22136698262466006,230.10000000000002,50,50
0,6,5,True,46.0,0.0,5.800000000000001,5,0
0,6,5,False,56.0,0.0,5.800000000000001,5,0
0,6,10,True,53.0,0.0,5.800000000000001,10,0
0,6,10,False,63.0,0.0,5.800000000000001,10,0
0,6,15,True,51.0,0.0,5.800000000000001,15,0
0,6,15,False,55.0,0.0,5.800000000000001,15,0
0,6,20,True,61.0,0.0,5.800000000000001,20,0
0,6,20,False,52.0,0.0,5.800000000000001,20,0
0,6,25,True,51.0,0.0,5.800000000000001,25,0
0,6,25,False,98.0,0.07734387573770675,135.65,13,12
0,6,30,True,61.0,0.0,5.800000000000001,30,0
0,6,30,False,97.0,0.1149168471740478,113.55000000000001,15,15
0,6,35,True,54.0,0.0,5.800000000000001,35,0
0,6,35,False,99.0,0.12286054078392418,114.4,17,18
0,6,40,True,55.0,0.0,5.800000000000001,40,0
0,6,40,False,99.0,0.14531461747597113,69.2,20,20
0,6,45,True,52.0,2.3360625453001978e-05,56.800000000000004,17,28
0,6,45,False,100.0,0.16257211136374508,105.35000000000001,23,22
0,6,50,True,60.0,0.007258530189329731,6.2,26,24
0,6,50,False,100.0,0.18938296328239274,71.65,25,25
0,6,55,True,52.0,0.014248072230536523,78.60000000000001,27,28
0,6,55,False,49.0,0.008457255100652499,166.55,1,54
0,6,60,True,63.0,0.03611170795133293,26.55,30,30
0,6,60,False,99.0,0.18863583071990417,128.05,30,30
0,6,65,True,56.0,0.027746516397055044,33.9,33,32
0,6,65,False,100.0,0.2456992545397423,130.15,32,33
0,6,70,True,61.0,0.00044185100286071925,38.15,70,0
0,6,70,False,100.0,0.23823683603957072,71.85000000000001,35,35
0,6,75,True,49.0,0.10669844924307854,,38,37
0,6,75,False,98.0,0.20104804058497663,74.15,37,38
0,6,80,True,71.0,0.12958841523974668,,40,40
0,6,80,False,99.0,0.21482992438878337,99.35000000000001,40,40
0,6,85,True,43.0,0.009682055810612824,,1,84
0,6,85,False,99.0,0.21975872221706289,163.70000000000002,44,41
0,6,90,True,47.0,0.002852584926176472,,57,33
0,6,90,False,99.0,0.22394507384982826,163.55,45,45
0,6,95,True,53.0,0.027960675989389516,,48,47
0,6,95,False,100.0,0.23226653691162844,202.75,47,48
0,6,100,True,45.0,0.08614373957959054,244.3,29,71
0,6,100,False,48.0,0.1899393613531906,,50,50
0,7,5,True,53.0,0.0,5.800000000000001,5,0
0,7,5,False,53.0,0.0,5.800000000000001,5,0
0,7,10,True,54.0,0.0,5.800000000000001,10,0
0,7,10,False,57.0,0.0,5.800000000000001,10,0
0,7,15,True,65.0,0.0,5.800000000000001,15,0
0,7,15,False,59.0,0.0,5.800000000000001,15,0
0,7,20,True,56.0,0.0,5.800000000000001,20,0
0,7,20,False,56.0,0.0001806886823058075,97.30000000000001,1,19
0,7,25,True,60.0,0.0,5.800000000000001,25,0
0,7,25,False,98.0,0.08304011174731905,76.55,13,12
0,7,30,True,60.0,0.0,5.800000000000001,30,0
0,7,30,False,98.0,0.12621484264090538,104.95,15,15
0,7,35,True,53.0,0.0,5.800000000000001,35,0
0,7,35,False,100.0,0.13700611733312745,122.30000000000001,17,18
0,7,40,True,50.0,7.810495636043838e-05,83.05000000000001,37,3
0,7,40,False,99.0,0.15407617862500225,52.85,20,20
0,7,45,True,51.0,0.00968154438478169,,22,23
0,7,45,False,100.0,0.1707941655337408,113.10000000000001,22,23
0,7,50,True,56.0,0.0037971454584990604,,25,25
0,7,50,False,100.0,0.18476382636142247,84.65,25,25
0,7,55,True,54.0,0.002262012527797233,50.300000000000004,31,24
0,7,55,False,100.0,0.20887535294072132,169.95000000000002,27,28
0,7,60,True,57.0,0.016950679041371416,,29,31
0,7,60,False,100.0,0.1947496966858884,125.75,30,30
0,7,65,True,52.0,0.031028481142003305,263.85,32,33
0,7,65,False,100.0,0.20871927862075024,133.65,32,33
0,7,70,True,59.0,0.16615793454666697,15.450000000000001,35,35
0,7,70,False,98.0,0.19561417765790184,160.9,35,35
0,7,75,True,81.0,0.15477251332436645,,38,37
0,7,75,False,96.0,0.2025258839687918,86.15,37,38
0,7,80,True,85.0,0.1722287079360228,248.35000000000002,40,40
0,7,80,False,98.0,0.21235708967471356,165.25,40,40
0,7,85,True,57.0,0.15991083879552723,262.7,42,43
0,7,85,False,98.0,0.2207436227459438,149.70000000000002,42,43
0,7,90,True,61.0,0.06989957293063334,55.35,44,46
0,7,90,False,53.0,0.14724443816641417,101.80000000000001,7,83
0,7,95,True,55.0,0.06252772746386047,140.9,47,48
0,7,95,False,100.0,0.2247087236809716,102.25,47,48
0,7,100,True,63.0,0.013679898111192393,,98,2
0,7,100,False,51.0,0.12153462871029401,154.65,50,50
0,8,5,True,49.0,0.0,5.800000000000001,5,0
0,8,5,False,53.0,0.0,5.800000000000001,5,0
0,8,10,True,55.0,0.0,5.800000000000001,10,0
0,8,10,False,50.0,0.0,5.800000000000001,10,0
0,8,15,True,49.0,0.0,5.800000000000001,15,0
0,8,15,False,58.0,0.0,5.800000000000001,15,0
0,8,20,True,60.0,0.0,5.800000000000001,20,0
0,8,20,False,55.0,0.0,5.800000000000001,20,0
0,8,25,True,58.0,0.0,5.800000000000001,25,0
0,8,25,False,99.0,0.07653097863205853,99.75,12,13
0,8,30,True,54.0,0.0,5.800000000000001,30,0
0,8,30,False,100.0,0.1219376670025156,170.60000000000002,15,15
0,8,35,True,56.0,0.0,5.800000000000001,35,0
0,8,35,False,99.0,0.11391638911685444,44.7,18,17
0,8,40,True,56.0,0.0,5.800000000000001,40,0
0,8,40,False,99.0,0.1383660994983511,93.85000000000001,20,20
0,8,45,True,55.0,0.0,5.800000000000001,45,0
0,8,45,False,100.0,0.15035507826103794,61.35,23,22
0,8,50,True,61.0,0.0005183096845375741,10.25,17,33
0,8,50,False,100.0,0.1818584697556465,99.85000000000001,25,25
0,8,55,True,50.0,0.00048546355057445695,207.55,45,10
0,8,55,False,55.0,0.00859799027085263,154.20000000000002,0,55
0,8,60,True,75.0,0.0834067651831572,6.5,30,30
0,8,60,False,96.0,0.17570833498365038,75.4,30,30
0,8,65,True,81.0,0.13324685485207796,,33,32
0,8,65,False,48.0,0.005454580903418022,122.5,0,65
0,8,70,True,90.0,0.15281667521307832,288.6,35,35
0,8,70,False,47.0,0.060939011576297386,71.45,70,0
0,8,75,True,43.0,0.004780077677948316,145.55,2,73
0,8,75,False,98.0,0.2046671786896142,145.35,37,38
0,8,80,True,81.0,0.14634607725042986,264.75,40,40
0,8,80,False,98.0,0.20977792766977427,61.1,40,40
0,8,85,True,54.0,0.01721129336274234,198.75,45,40
0,8,85,False,99.0,0.21718089155662024,153.45000000000002,42,43
0,8,90,True,69.0,0.03838435183677814,177.35000000000002,46,44
0,8,90,False,48.0,0.11119487396762011,74.60000000000001,0,90
0,8,95,True,65.0,0.10318492054191321,200.5,50,45
0,8,95,False,98.0,0.22549709646704683,74.05,50,45
0,8,100,True,42.0,0.01812793378487241,278.25,0,100
0,8,100,False,49.0,0.11008491933795841,,50,50
0,9,5,True,61.0,0.0,5.800000000000001,5,0
0,9,5,False,56.0,0.0,5.800000000000001,5,0
0,9,10,True,56.0,0.0,5.800000000000001,10,0
0,9,10,False,48.0,0.0,5.800000000000001,10,0
0,9,15,True,57.0,0.0,5.800000000000001,15,0
0,9,15,False,48.0,0.0,5.800000000000001,15,0
0,9,20,True,56.0,0.0,5.800000000000001,20,0
0,9,20,False,55.0,0.0,5.800000000000001,20,0
0,9,25,True,53.0,0.0,5.800000000000001,25,0
0,9,25,False,99.0,0.07625349333222721,91.60000000000001,12,13
0,9,30,True,50.0,0.0,5.800000000000001,30,0
0,9,30,False,98.0,0.10441717009429861,54.150000000000006,15,15
0,9,35,True,58.0,0.0,5.800000000000001,35,0
0,9,35,False,99.0,0.11727851014795479,135.8,17,18
0,9,40,True,53.0,0.0,5.800000000000001,40,0
0,9,40,False,100.0,0.1373383276888394,80.5,20,20
0,9,45,True,49.0,0.0,5.800000000000001,45,0
0,9,45,False,100.0,0.16837072014994067,117.05000000000001,22,23
0,9,50,True,57.0,0.001167806773141898,,8,42
0,9,50,False,98.0,0.15800760197659303,57.550000000000004,25,25
0,9,55,True,71.0,0.03468409774926198,28.900000000000002,28,27
0,9,55,False,100.0,0.1849327972796229,84.55000000000001,28,27
0,9,60,True,94.0,0.15588865969874405,,30,30
0,9,60,False,97.0,0.18059155028910676,52.45,30,30
0,9,65,True,81.0,0.14363316999335918,4.7,32,33
0,9,65,False,97.0,0.18424935740088483,50.550000000000004,32,33
0,9,70,True,91.0,0.156157205489776,,35,35
0,9,70,False,50.0,0.0291776304882131,197.05,70,0
0,9,75,True,85.0,0.1505855526321479,300.40000000000003,38,37
0,9,75,False,98.0,0.1945007556955096,102.7,38,37
0,9,80,True,91.0,0.17407505971133322,176.60000000000002,40,40
0,9,80,False,98.0,0.2071566592311895,93.7,40,40
0,9,85,True,87.0,0.15365586792370028,205.8,44,41
0,9,85,False,99.0,0.21276130871177382,149.9,42,43
0,9,90,True,83.0,0.16082987152177172,185.60000000000002,46,44
0,9,90,False,99.0,0.21678027429190522,129.0,45,45
0,9,95,True,71.0,0.13029138354082204,,48,47
0,9,95,False,99.0,0.22619624782844425,109.05000000000001,47,48
0,9,100,True,45.0,0.0031767905289182387,,100,0
0,9,100,False,49.0,0.07847158230460695,150.75,53,47
0,10,5,True,58.0,0.0,5.800000000000001,5,0
0,10,5,False,47.0,0.0,5.800000000000001,5,0
0,10,10,True,53.0,0.0,5.800000000000001,10,0
0,10,10,False,53.0,0.0,5.800000000000001,10,0
0,10,15,True,49.0,0.0,5.800000000000001,15,0
0,10,15,False,58.0,0.0,5.800000000000001,15,0
0,10,20,True,57.0,0.0,5.800000000000001,20,0
0,10,20,False,58.0,0.0,5.800000000000001,20,0
0,10,25,True,54.0,0.0,5.800000000000001,25,0
0,10,25,False,99.0,0.07750470750102349,99.15,12,13
0,10,30,True,53.0,0.0,5.800000000000001,30,0
0,10,30,False,100.0,0.10585310733710192,129.8,15,15
0,10,35,True,57.0,0.0,5.800000000000001,35,0
0,10,35,False,100.0,0.12739679914297286,124.5,17,18
0,10,40,True,51.0,0.0002135291777645951,201.0,28,12
0,10,40,False,100.0,0.1579024845049076,88.7,20,20
0,10,45,True,46.0,1.0301316719519238e-05,,35,10
0,10,45,False,100.0,0.14531160542558563,76.7,22,23
0,10,50,True,52.0,0.0018526927400715277,205.10000000000002,47,3
0,10,50,False,100.0,0.1846212559097359,131.3,25,25
0,10,55,True,78.0,0.11977019171279096,,27,28
0,10,55,False,96.0,0.1711213995041973,101.10000000000001,27,28
0,10,60,True,45.0,0.02486819706033386,42.5,36,24
0,10,60,False,95.0,0.1807876835669109,72.3,30,30
0,10,65,True,67.0,0.1316477112786397,212.9,32,33
0,10,65,False,52.0,0.017220323811401456,84.9,1,64
0,10,70,True,82.0,0.15091804399471476,283.1,35,35
0,10,70,False,97.0,0.19778390943589824,298.0,35,35
0,10,75,True,80.0,0.1544583757747572,177.55,38,37
0,10,75,False,97.0,0.19150611660392985,146.95000000000002,37,38
0,10,80,True,85.0,0.14909777201590263,226.45000000000002,40,40
0,10,80,False,95.0,0.19753705745200476,189.65,40,40
0,10,85,True,84.0,0.16083661791799336,,43,42
0,10,85,False,97.0,0.20891997493536832,96.2,42,43
0,10,90,True,94.0,0.18668932987300516,199.60000000000002,45,45
0,10,90,False,100.0,0.21830684001123324,287.90000000000003,45,45
0,10,95,True,86.0,0.17768337110068086,205.10000000000002,48,47
0,10,95,False,100.0,0.2258247390667989,53.7,48,47
0,10,100,True,52.0,0.0006230664447330311,155.85000000000002,100,0
0,10,100,False,47.0,0.08213249675247794,,54,46
1,0,5,True,57.0,0.0,5.800000000000001,5,0
1,0,5,False,55.0,0.0,5.800000000000001,5,0
1,0,10,True,55.0,0.0,5.800000000000001,10,0
1,0,10,False,47.0,0.0,5.800000000000001,10,0
1,0,15,True,49.0,0.0,5.800000000000001,15,0
1,0,15,False,56.0,0.0,5.800000000000001,15,0
1,0,20,True,49.0,0.0,5.800000000000001,20,0
1,0,20,False,48.0,0.0,5.800000000000001,20,0
1,0,25,True,54.0,0.0,5.800000000000001,25,0
1,0,25,False,98.0,0.07844726844024467,134.05,13,12
1,0,30,True,61.0,0.0,5.800000000000001,30,0
1,0,30,False,98.0,0.1093227327381384,112.05000000000001,15,15
1,0,35,True,58.0,0.0,5.800000000000001,35,0
1,0,35,False,98.0,0.11987484336469706,68.10000000000001,17,18
1,0,40,True,51.0,0.0,5.800000000000001,40,0
1,0,40,False,97.0,0.1425251467284548,80.25,20,20
1,0,45,True,51.0,0.0,5.800000000000001,45,0
1,0,45,False,96.0,0.15059310289493572,142.05,23,22
1,0,50,True,53.0,0.0,5.800000000000001,50,0
1,0,50,False,97.0,0.172652456617323,146.35,25,25
1,0,55,True,46.0,0.012504804020740666,186.05,1,54
1,0,55,False,39.0,0.2199108269520209,169.0,27,28
1,0,60,True,64.0,0.0033575461599816485,196.4,30,30
1,0,60,False,98.0,0.2124356239029107,124.85000000000001,30,30
1,0,65,True,49.0,0.0011985231524665155,119.60000000000001,33,32
1,0,65,False,98.0,0.207840557847991,,33,32
1,0,70,True,52.0,0.0012944442762525927,158.20000000000002,35,35
1,0,70,False,98.0,0.20252356894979312,143.5,35,35
1,0,75,True,59.0,0.0008786925463301607,126.80000000000001,32,43
1,0,75,False,50.0,0.003466865256447049,165.65,0,75
1,0,80,True,51.0,0.010756962393118,,80,0
1,0,80,False,100.0,0.25285037949563555,113.80000000000001,43,37
1,0,85,True,60.0,9.637237222752958e-05,38.15,25,60
