,count,rate_num,ratio,trace,score,var_fin,learn_time,n_selected,n_pruned
1080,0,2,75,True,52.0,0.0,15.0,0,0
1081,1,2,75,True,57.0,0.0,15.0,0,0
1082,2,2,75,True,50.0,0.0,15.0,0,0
1083,3,2,75,True,55.0,0.0,15.0,0,0
1084,4,2,75,True,55.0,0.0,15.0,0,0
1085,5,2,75,True,55.0,0.0,15.0,0,0
1086,6,2,75,True,52.0,0.0,15.0,0,0
1087,7,2,75,True,51.0,0.0,15.0,0,0
1088,8,2,75,True,53.0,0.0,15.0,0,0
1089,9,2,75,True,54.0,0.0,15.0,0,0
1090,0,2,75,False,100.0,0.1980898258357247,130.20000000000002,38,37
1091,1,2,75,False,100.0,0.20086267487572187,101.30000000000001,38,37
1092,2,2,75,False,100.0,0.199848694379699,134.3,37,38
1093,3,2,75,False,100.0,0.1990681217089666,131.0,37,38
1094,4,2,75,False,100.0,0.19860507970246075,133.0,37,38
1095,5,2,75,False,100.0,0.1988048995084008,123.55000000000001,37,38
1096,6,2,75,False,100.0,0.19683506262836623,167.65,38,37
1097,7,2,75,False,99.0,0.19959048983098102,74.05,38,37
1098,8,2,75,False,100.0,0.1995837617121319,104.45,38,37
1099,9,2,75,False,100.0,0.2011182825766328,132.70000000000002,37,38
1100,0,2,80,True,48.0,0.0,15.0,0,0
1101,1,2,80,True,55.0,0.0,15.0,0,0
1102,2,2,80,True,52.0,0.0,15.0,0,0
1103,3,2,80,True,56.0,0.0,15.0,0,0
1104,4,2,80,True,58.0,0.0,15.0,0,0
1105,5,2,80,True,50.0,0.0,15.0,0,0
1106,6,2,80,True,62.0,0.0,15.0,0,0
1107,7,2,80,True,52.0,0.0,15.0,0,0
1108,8,2,80,True,54.0,0.0,15.0,0,0
1109,9,2,80,True,56.0,0.0,15.0,0,0
1110,0,2,80,False,100.0,0.20414126995563545,95.95,40,40
1111,1,2,80,False,100.0,0.20720920466010956,127.25,40,40
1112,2,2,80,False,100.0,0.20920166518057787,278.45,40,40
1113,3,2,80,False,100.0,0.2058719277282073,204.75,40,40
1114,4,2,80,False,100.0,0.20397567864139696,72.3,40,40
1115,5,2,80,False,100.0,0.20671751075096106,97.05000000000001,40,40
1116,6,2,80,False,100.0,0.20362658319258523,94.05000000000001,40,40
1117,7,2,80,False,100.0,0.205864980692391,99.75,40,40
1118,8,2,80,False,100.0,0.20631847106173576,164.3,40,40
1119,9,2,80,False,100.0,0.2058749779738946,92.60000000000001,40,40
1120,0,2,85,True,47.0,0.0,15.0,0,0
1121,1,2,85,True,51.0,0.0,15.0,0,0
1122,2,2,85,True,52.0,0.0,15.0,0,0
1123,3,2,85,True,62.0,0.0,15.0,0,0
1124,4,2,85,True,57.0,0.0,15.0,0,0
1125,5,2,85,True,57.0,0.0,15.0,0,0
1126,6,2,85,True,48.0,0.0,15.0,0,0
1127,7,2,85,True,49.0,0.0,15.0,0,0
1128,8,2,85,True,47.0,0.0,15.0,0,0
1129,9,2,85,True,50.0,0.0,15.0,0,0
1130,0,2,85,False,100.0,0.206129715152323,100.25,43,42
1131,1,2,85,False,100.0,0.2105571391902623,105.80000000000001,42,43
1132,2,2,85,False,100.0,0.2076699350634224,79.85000000000001,42,43
1133,3,2,85,False,100.0,0.20653022318918837,172.35000000000002,42,43
1134,4,2,85,False,100.0,0.20421204259020775,96.9,43,42
1135,5,2,85,False,100.0,0.20555569041249294,126.95,42,43
1136,6,2,85,False,100.0,0.20997094283885917,43.75,42,43
1137,7,2,85,False,100.0,0.20832130258791767,135.85,43,42
1138,8,2,85,False,100.0,0.20613535381483034,111.65,42,43
1139,9,2,85,False,99.0,0.2045549788128164,126.0,42,43
1140,0,2,90,True,51.0,0.0,15.0,0,0
1141,1,2,90,True,51.0,0.0,15.0,0,0
1142,2,2,90,True,60.0,0.0,15.0,0,0
1143,3,2,90,True,59.0,0.0,15.0,0,0
1144,4,2,90,True,52.0,0.0,15.0,0,0
1145,5,2,90,True,46.0,0.0,15.0,0,0
1146,6,2,90,True,59.0,0.0,15.0,0,0
1147,7,2,90,True,64.0,0.0,15.0,0,0
1148,8,2,90,True,55.0,0.0,15.0,0,0
1149,9,2,90,True,50.0,0.0,15.0,0,0
1150,0,2,90,False,100.0,0.2106994235202274,102.5,45,45
1151,1,2,90,False,99.0,0.2106378117667705,203.35000000000002,45,45
1152,2,2,90,False,100.0,0.21224488615580556,71.4,45,45
1153,3,2,90,False,100.0,0.21180829728927486,98.2,45,45
1154,4,2,90,False,99.0,0.21176733430587327,97.95,45,45
1155,5,2,90,False,100.0,0.21079576646413895,164.60000000000002,45,45
1156,6,2,90,False,100.0,0.2111856180768557,98.95,45,45
1157,7,2,90,False,100.0,0.2153911926591644,103.60000000000001,45,45
1158,8,2,90,False,100.0,0.2116828558977184,44.1,45,45
1159,9,2,90,False,100.0,0.21272301934795762,76.15,45,45
1160,0,2,95,True,52.0,0.0,15.0,0,0
1161,1,2,95,True,53.0,0.0,15.0,0,0
1162,2,2,95,True,53.0,0.0,15.0,0,0
1163,3,2,95,True,48.0,0.0,15.0,0,0
1164,4,2,95,True,52.0,0.0,15.0,0,0
1165,5,2,95,True,57.0,0.0,15.0,0,0
1166,6,2,95,True,58.0,0.0,15.0,0,0
1167,7,2,95,True,65.0,0.0,15.0,0,0
1168,8,2,95,True,54.0,0.0,15.0,0,0
1169,9,2,95,True,54.0,0.0,15.0,0,0
1170,0,2,95,False,99.0,0.21183752323249547,129.45000000000002,48,47
1171,1,2,95,False,100.0,0.21158770576932268,60.25,47,48
1172,2,2,95,False,100.0,0.2143962570237888,165.8,48,47
1173,3,2,95,False,100.0,0.20928967319049452,97.05000000000001,47,48
1174,4,2,95,False,99.0,0.2142621278791505,161.95000000000002,47,48
1175,5,2,95,False,100.0,0.21226632775408125,234.4,47,48
1176,6,2,95,False,100.0,0.21296331584840522,93.80000000000001,48,47
1177,7,2,95,False,100.0,0.21051179253696162,69.85000000000001,47,48
1178,8,2,95,False,100.0,0.2121132950349622,102.80000000000001,47,48
1179,9,2,95,False,100.0,0.21296810903059588,111.9,47,48
1180,0,2,100,True,50.0,0.0,15.0,0,0
1181,1,2,100,True,54.0,0.0,15.0,0,0
1182,2,2,100,True,54.0,0.0,15.0,0,0
1183,3,2,100,True,48.0,0.0,15.0,0,0
1184,4,2,100,True,57.0,0.0,15.0,0,0
1185,5,2,100,True,48.0,0.0,15.0,0,0
1186,6,2,100,True,53.0,0.0,15.0,0,0
1187,7,2,100,True,55.0,0.0,15.0,0,0
1188,8,2,100,True,56.0,0.0,15.0,0,0
1189,9,2,100,True,53.0,0.0,15.0,0,0
1190,0,2,100,False,99.0,0.21729061370741445,,50,50
1191,1,2,100,False,100.0,0.2218583250016706,135.1,50,50
1192,2,2,100,False,99.0,0.21787782722329138,159.85000000000002,50,50
1193,3,2,100,False,99.0,0.21864582111351127,99.35000000000001,50,50
1194,4,2,100,False,100.0,0.21743802955085112,99.95,50,50
1195,5,2,100,False,100.0,0.21555031583268117,73.3,50,50
1196,6,2,100,False,100.0,0.21998343082028693,100.2,50,50
1197,7,2,100,False,99.0,0.21842296364924363,106.0,50,50
1198,8,2,100,False,99.0,0.21669870401697858,101.35000000000001,50,50
1199,9,2,100,False,100.0,0.2157859863522336,98.85000000000001,50,50
1200,0,3,5,True,55.0,0.0,15.0,0,0
1201,1,3,5,True,55.0,0.0,15.0,0,0
1202,2,3,5,True,56.0,0.0,15.0,0,0
1203,3,3,5,True,50.0,0.0,15.0,0,0
1204,4,3,5,True,59.0,0.0,15.0,0,0
1205,5,3,5,True,53.0,0.0,15.0,0,0
1206,6,3,5,True,48.0,0.0,15.0,0,0
1207,7,3,5,True,53.0,0.0,15.0,0,0
1208,8,3,5,True,53.0,0.0,15.0,0,0
1209,9,3,5,True,51.0,0.0,15.0,0,0
1210,0,3,5,False,55.0,0.0,15.0,0,0
1211,1,3,5,False,53.0,0.0,15.0,0,0
1212,2,3,5,False,51.0,0.0,15.0,0,0
1213,3,3,5,False,53.0,0.0,15.0,0,0
1214,4,3,5,False,53.0,0.0,15.0,0,0
1215,5,3,5,False,43.0,0.0,15.0,0,0
1216,6,3,5,False,53.0,0.0,15.0,0,0
1217,7,3,5,False,57.0,0.0,15.0,0,0
1218,8,3,5,False,52.0,0.0,15.0,0,0
1219,9,3,5,False,51.0,0.0,15.0,0,0
1220,0,3,10,True,59.0,0.0,15.0,0,0
1221,1,3,10,True,54.0,0.0,15.0,0,0
1222,2,3,10,True,45.0,0.0,15.0,0,0
1223,3,3,10,True,50.0,0.0,15.0,0,0
1224,4,3,10,True,56.0,0.0,15.0,0,0
1225,5,3,10,True,54.0,0.0,15.0,0,0
1226,6,3,10,True,52.0,0.0,15.0,0,0
1227,7,3,10,True,55.0,0.0,15.0,0,0
1228,8,3,10,True,53.0,0.0,15.0,0,0
1229,9,3,10,True,47.0,0.0,15.0,0,0
1230,0,3,10,False,54.0,0.0,15.0,0,0
1231,1,3,10,False,57.0,0.0,15.0,0,0
1232,2,3,10,False,55.0,0.0,15.0,0,0
1233,3,3,10,False,59.0,0.0,15.0,0,0
1234,4,3,10,False,60.0,0.0,15.0,0,0
1235,5,3,10,False,56.0,0.0,15.0,0,0
1236,6,3,10,False,63.0,0.0,15.0,0,0
1237,7,3,10,False,56.0,0.0,15.0,0,0
1238,8,3,10,False,53.0,0.0,15.0,0,0
1239,9,3,10,False,46.0,0.0,15.0,0,0
1240,0,3,15,True,55.0,0.0,15.0,0,0
1241,1,3,15,True,56.0,0.0,15.0,0,0
1242,2,3,15,True,50.0,0.0,15.0,0,0
1243,3,3,15,True,56.0,0.0,15.0,0,0
1244,4,3,15,True,58.0,0.0,15.0,0,0
1245,5,3,15,True,47.0,0.0,15.0,0,0
1246,6,3,15,True,54.0,0.0,15.0,0,0
1247,7,3,15,True,48.0,0.0,15.0,0,0
1248,8,3,15,True,54.0,0.0,15.0,0,0
1249,9,3,15,True,54.0,0.0,15.0,0,0
1250,0,3,15,False,53.0,0.0,15.0,0,0
1251,1,3,15,False,50.0,0.0,15.0,0,0
1252,2,3,15,False,50.0,0.0,15.0,0,0
1253,3,3,15,False,62.0,0.0,15.0,0,0
1254,4,3,15,False,51.0,0.0,15.0,0,0
1255,5,3,15,False,45.0,0.0,15.0,0,0
1256,6,3,15,False,51.0,0.0,15.0,0,0
1257,7,3,15,False,48.0,0.0,15.0,0,0
1258,8,3,15,False,59.0,0.0,15.0,0,0
1259,9,3,15,False,57.0,0.0,15.0,0,0
1260,0,3,20,True,60.0,0.0,15.0,0,0
1261,1,3,20,True,55.0,0.0,15.0,0,0
1262,2,3,20,True,56.0,0.0,15.0,0,0
1263,3,3,20,True,64.0,0.0,15.0,0,0
1264,4,3,20,True,48.0,0.0,15.0,0,0
1265,5,3,20,True,47.0,0.0,15.0,0,0
1266,6,3,20,True,60.0,0.0,15.0,0,0
1267,7,3,20,True,50.0,0.0,15.0,0,0
1268,8,3,20,True,52.0,0.0,15.0,0,0
1269,9,3,20,True,49.0,0.0,15.0,0,0
1270,0,3,20,False,51.0,0.0,15.0,0,0
1271,1,3,20,False,55.0,0.0,15.0,0,0
1272,2,3,20,False,53.0,0.0,15.0,0,0
1273,3,3,20,False,56.0,0.0,15.0,0,0
1274,4,3,20,False,52.0,0.0,15.0,0,0
1275,5,3,20,False,58.0,0.0,15.0,0,0
1276,6,3,20,False,59.0,0.0,15.0,0,0
1277,7,3,20,False,49.0,0.0,15.0,0,0
1278,8,3,20,False,53.0,0.0,15.0,0,0
1279,9,3,20,False,48.0,0.0,15.0,0,0
1280,0,3,25,True,66.0,0.0,15.0,0,0
1281,1,3,25,True,52.0,0.0,15.0,0,0
1282,2,3,25,True,53.0,0.0,15.0,0,0
1283,3,3,25,True,47.0,0.0,15.0,0,0
1284,4,3,25,True,51.0,0.0,15.0,0,0
1285,5,3,25,True,49.0,0.0,15.0,0,0
1286,6,3,25,True,58.0,0.0,15.0,0,0
1287,7,3,25,True,54.0,0.0,15.0,0,0
1288,8,3,25,True,42.0,0.0,15.0,0,0
1289,9,3,25,True,56.0,0.0,15.0,0,0
1290,0,3,25,False,98.0,0.0773247181784466,91.2,13,12
1291,1,3,25,False,98.0,0.07173637908884153,112.45,13,12
1292,2,3,25,False,98.0,0.07568274010376105,54.150000000000006,13,12
1293,3,3,25,False,99.0,0.07600823796438147,74.9,13,12
1294,4,3,25,False,98.0,0.07425139819294592,204.60000000000002,12,13
1295,5,3,25,False,97.0,0.07498250867015065,93.15,13,12
1296,6,3,25,False,98.0,0.0758499380587444,112.75,13,12
1297,7,3,25,False,98.0,0.07529608013694031,136.3,13,12
1298,8,3,25,False,98.0,0.07444244463557126,65.85000000000001,13,12
1299,9,3,25,False,98.0,0.07315602671880375,144.75,13,12
1300,0,3,30,True,60.0,0.0,15.0,0,0
1301,1,3,30,True,55.0,0.0,15.0,0,0
1302,2,3,30,True,62.0,0.0,15.0,0,0
1303,3,3,30,True,57.0,0.0,15.0,0,0
1304,4,3,30,True,50.0,0.0,15.0,0,0
1305,5,3,30,True,50.0,0.0,15.0,0,0
1306,6,3,30,True,52.0,0.0,15.0,0,0
1307,7,3,30,True,53.0,0.0,15.0,0,0
1308,8,3,30,True,53.0,0.0,15.0,0,0
1309,9,3,30,True,53.0,0.0,15.0,0,0
1310,0,3,30,False,98.0,0.10339901944464806,176.3,15,15
1311,1,3,30,False,98.0,0.10327200834873988,49.650000000000006,15,15
1312,2,3,30,False,98.0,0.10398690453554763,191.60000000000002,15,15
1313,3,3,30,False,98.0,0.10243655852330466,95.85000000000001,15,15
1314,4,3,30,False,97.0,0.1067780987136862,97.65,15,15
1315,5,3,30,False,98.0,0.1079202861863563,199.95000000000002,15,15
1316,6,3,30,False,99.0,0.09959061825073562,62.95,15,15
1317,7,3,30,False,98.0,0.10155613427925658,107.9,15,15
1318,8,3,30,False,98.0,0.10738389985858075,99.7,15,15
1319,9,3,30,False,98.0,0.10343710004757417,143.70000000000002,15,15
1320,0,3,35,True,52.0,0.0008931194850617663,136.6,17,18
1321,1,3,35,True,55.0,1.8592046037804134e-05,,3,32
1322,2,3,35,True,47.0,5.251159247269861e-06,114.85000000000001,12,23
1323,3,3,35,True,52.0,4.768642053932461e-05,138.1,18,17
1324,4,3,35,True,51.0,0.0003284531210933621,166.75,18,17
1325,5,3,35,True,50.0,0.00014504758156553784,142.15,23,12
1326,6,3,35,True,59.0,8.102353041190944e-05,195.9,17,18
1327,7,3,35,True,60.0,0.0006906819682777207,166.95000000000002,17,18
1328,8,3,35,True,59.0,0.00013593340732731785,125.60000000000001,14,21
1329,9,3,35,True,62.0,5.576946887555037e-05,110.35000000000001,30,5
1330,0,3,35,False,98.0,0.12009564764666235,155.3,18,17
1331,1,3,35,False,98.0,0.11439709915646241,137.85,18,17
1332,2,3,35,False,98.0,0.11552617003745008,167.55,18,17
1333,3,3,35,False,98.0,0.12098418675488085,62.550000000000004,18,17
1334,4,3,35,False,98.0,0.11703215585729752,71.25,18,17
1335,5,3,35,False,97.0,0.11800889175929875,87.2,18,17
1336,6,3,35,False,98.0,0.11596919515107652,208.45000000000002,18,17
1337,7,3,35,False,98.0,0.11459759395461316,68.85000000000001,18,17
1338,8,3,35,False,98.0,0.11719216854269976,93.45,18,17
1339,9,3,35,False,97.0,0.11867349034720066,177.20000000000002,18,17
1340,0,3,40,True,56.0,0.0010044698438634874,197.75,20,20
1341,1,3,40,True,58.0,0.000396059960251129,,20,20
1342,2,3,40,True,57.0,0.000496480603499482,117.65,20,20
1343,3,3,40,True,48.0,0.003804646503310854,106.95,20,20
1344,4,3,40,True,62.0,0.00010957736763577401,195.75,8,32
1345,5,3,40,True,55.0,7.271319140976254e-05,132.55,16,24
1346,6,3,40,True,49.0,0.0019722306030806112,120.55000000000001,20,20
1347,7,3,40,True,54.0,0.001338514622113909,112.0,20,20
1348,8,3,40,True,57.0,0.0007713539100933796,130.6,19,21
1349,9,3,40,True,47.0,0.0016038220591679702,165.9,20,20
1350,0,3,40,False,98.0,0.14965983038312952,68.2,20,20
1351,1,3,40,False,98.0,0.14819509124172553,54.85,20,20
1352,2,3,40,False,97.0,0.1371066350611855,79.95,20,20
1353,3,3,40,False,97.0,0.14015395342433437,301.45,20,20
1354,4,3,40,False,97.0,0.13437326400852248,137.35,20,20
1355,5,3,40,False,98.0,0.1356401217347693,75.15,20,20
1356,6,3,40,False,99.0,0.15139181712217767,74.45,20,20
1357,7,3,40,False,98.0,0.14521315903582876,163.8,20,20
1358,8,3,40,False,98.0,0.14009042585392767,114.15,20,20
1359,9,3,40,False,100.0,0.25030695970803735,129.55,20,20
1360,0,3,45,True,55.0,0.0004932621378156733,132.95000000000002,23,22
1361,1,3,45,True,54.0,0.00016046036528498452,106.2,13,32
1362,2,3,45,True,55.0,0.0018150944362678024,106.30000000000001,22,23
1363,3,3,45,True,46.0,0.0017441077073417227,145.05,23,22
1364,4,3,45,True,59.0,0.000691491957837157,127.65,27,18
1365,5,3,45,True,56.0,0.0018159319755237996,198.0,22,23
1366,6,3,45,True,53.0,0.0011141521944241174,131.9,23,22
1367,7,3,45,True,56.0,0.0008503200973420056,134.0,22,23
1368,8,3,45,True,50.0,0.0020199512242321483,197.3,23,22
1369,9,3,45,True,57.0,0.0001472600611082129,99.45,19,26
1370,0,3,45,False,96.0,0.14584560842708533,141.05,23,22
1371,1,3,45,False,100.0,0.23068577116088038,90.65,22,23
1372,2,3,45,False,100.0,0.16742176054453015,91.4,22,23
1373,3,3,45,False,100.0,0.20179392404398402,,22,23
1374,4,3,45,False,98.0,0.1668113892363477,51.5,23,22
1375,5,3,45,False,100.0,0.1575159718561357,47.1,23,22
1376,6,3,45,False,100.0,0.16655210463720535,64.45,23,22
1377,7,3,45,False,96.0,0.15344449835113813,200.55,22,23
1378,8,3,45,False,98.0,0.16029101984930363,91.55000000000001,23,22
1379,9,3,45,False,96.0,0.14453007424401737,91.75,23,22
1380,0,3,50,True,52.0,0.0035973978682220385,160.70000000000002,25,25
1381,1,3,50,True,53.0,0.0005298789650635526,110.65,25,25
1382,2,3,50,True,53.0,0.00047989220970188367,112.05000000000001,0,50
1383,3,3,50,True,57.0,0.0006489805132034552,126.35000000000001,25,25
1384,4,3,50,True,54.0,0.0010476907659044464,132.5,34,16
1385,5,3,50,True,58.0,0.002625540532503404,159.75,25,25
1386,6,3,50,True,50.0,0.00496689414085678,122.75,25,25
1387,7,3,50,True,56.0,0.0012649544184538375,126.05000000000001,25,25
1388,8,3,50,True,50.0,0.0003967857478288275,132.4,25,25
1389,9,3,50,True,50.0,0.0024181870972688354,123.65,25,25
1390,0,3,50,False,96.0,0.16183231398352707,195.3,25,25
1391,1,3,50,False,96.0,0.16198814844291126,118.2,25,25
1392,2,3,50,False,100.0,0.21170648324408697,153.65,25,25
1393,3,3,50,False,97.0,0.1607433701985779,52.300000000000004,25,25
1394,4,3,50,False,98.0,0.20114845608305765,236.3,25,25
1395,5,3,50,False,98.0,0.18164524447820768,82.60000000000001,25,25
1396,6,3,50,False,98.0,0.16237964560287355,72.8,25,25
1397,7,3,50,False,100.0,0.2476411414301358,,25,25
1398,8,3,50,False,98.0,0.1661269192725858,86.80000000000001,25,25
1399,9,3,50,False,100.0,0.18509792016803794,143.85,25,25
1400,0,3,55,True,54.0,0.00015635265039341177,186.9,55,0
1401,1,3,55,True,51.0,0.001189445859464107,133.1,47,8
1402,2,3,55,True,54.0,0.0030603482638826406,115.15,27,28
1403,3,3,55,True,53.0,0.0004323996732237954,133.25,27,28
1404,4,3,55,True,59.0,0.00017332673861684912,194.35000000000002,28,27
1405,5,3,55,True,56.0,0.0014371894524979505,,27,28
1406,6,3,55,True,50.0,0.0005511638229427107,110.30000000000001,44,11
1407,7,3,55,True,57.0,8.533933388304783e-05,62.35,2,53
1408,8,3,55,True,45.0,0.003845558178390239,73.15,27,28
1409,9,3,55,True,51.0,0.0005678755983042392,120.0,49,6
1410,0,3,55,False,93.0,0.16137735609345225,63.150000000000006,28,27
1411,1,3,55,False,46.0,0.045475883021167805,34.85,55,0
1412,2,3,55,False,54.0,0.004868224331099989,143.65,0,55
1413,3,3,55,False,98.0,0.17081807545251343,85.75,28,27
1414,4,3,55,False,96.0,0.1633560255838066,89.35000000000001,27,28
1415,5,3,55,False,99.0,0.18000882899512924,179.3,27,28
1416,6,3,55,False,100.0,0.2295704743667905,235.35000000000002,27,28
1417,7,3,55,False,98.0,0.17603281367579734,159.70000000000002,28,27
1418,8,3,55,False,48.0,0.04473738846880341,41.45,43,12
1419,9,3,55,False,98.0,0.18664284236246312,38.95,28,27
1420,0,3,60,True,52.0,0.00132006781219721,114.45,30,30
1421,1,3,60,True,60.0,0.010640899036644651,86.45,30,30
1422,2,3,60,True,59.0,0.007495267894868086,136.6,30,30
1423,3,3,60,True,57.0,0.0016496727997600445,78.0,31,29
1424,4,3,60,True,50.0,0.008881383974408486,199.9,30,30
1425,5,3,60,True,64.0,0.0016003351233859831,117.2,30,30
1426,6,3,60,True,54.0,0.000843062779551452,121.35000000000001,30,30
1427,7,3,60,True,60.0,0.0075752220043144155,195.5,30,30
1428,8,3,60,True,61.0,0.007468600893890894,232.20000000000002,30,30
1429,9,3,60,True,44.0,0.004648361637157538,206.05,30,30
1430,0,3,60,False,51.0,0.03583430980641652,,60,0
1431,1,3,60,False,99.0,0.1873999698703666,14.55,30,30
1432,2,3,60,False,53.0,0.001803231906198057,243.55,0,60
1433,3,3,60,False,84.0,0.19504628672125374,61.75,30,30
1434,4,3,60,False,58.0,0.0019681555655700666,22.5,0,60
1435,5,3,60,False,100.0,0.24715466463243266,26.3,30,30
1436,6,3,60,False,98.0,0.20944584505727318,62.85,30,30
1437,7,3,60,False,49.0,0.0013410613017599954,187.05,0,60
1438,8,3,60,False,48.0,0.037084921177966704,122.85000000000001,31,29
1439,9,3,60,False,51.0,0.0563089639486669,40.35,31,29
1440,0,3,65,True,50.0,0.015655023246843734,191.4,33,32
1441,1,3,65,True,59.0,0.000187092388400717,86.85000000000001,1,64
1442,2,3,65,True,52.0,0.005124499282393316,226.9,34,31
1443,3,3,65,True,57.0,0.008501197888865651,,32,33
1444,4,3,65,True,51.0,0.0032673774235119574,162.25,33,32
1445,5,3,65,True,56.0,0.0018426255782089127,202.95000000000002,65,0
1446,6,3,65,True,54.0,0.004217419161374675,97.35000000000001,49,16
1447,7,3,65,True,63.0,0.007783311300661843,,33,32
1448,8,3,65,True,55.0,0.002026861908991846,178.60000000000002,32,33
1449,9,3,65,True,56.0,0.00018000481241257224,,64,1
1450,0,3,65,False,48.0,0.042404326369958806,111.4,65,0
1451,1,3,65,False,52.0,0.010447080911256503,89.55000000000001,0,65
1452,2,3,65,False,54.0,0.006108727224869479,35.550000000000004,1,64
1453,3,3,65,False,55.0,0.08054783646448144,54.85,63,2
1454,4,3,65,False,51.0,0.06192219738425487,31.6,33,32
1455,5,3,65,False,99.0,0.23146257636931078,168.3,32,33
1456,6,3,65,False,50.0,0.06943101550935002,58.050000000000004,65,0
1457,7,3,65,False,47.0,0.08574952843985648,,40,25
1458,8,3,65,False,85.0,0.17700548864677562,,33,32
1459,9,3,65,False,55.0,0.03850243187042685,,65,0
1460,0,3,70,True,56.0,0.0005465973925217535,131.8,48,22
1461,1,3,70,True,49.0,0.031146164733663433,228.15,2,68
1462,2,3,70,True,61.0,0.0007443706751103196,81.60000000000001,70,0
1463,3,3,70,True,55.0,0.014664710528047612,78.0,39,31
1464,4,3,70,True,45.0,0.011247274404424456,,35,35
1465,5,3,70,True,55.0,0.03184086778440852,,35,35
1466,6,3,70,True,59.0,0.017745139836218494,127.95,46,24
1467,7,3,70,True,55.0,0.0029777229357024052,156.65,1,69
1468,8,3,70,True,52.0,0.008207213009164266,209.65,1,69
1469,9,3,70,True,66.0,0.00037191603383400506,86.75,36,34
1470,0,3,70,False,47.0,0.09598119526056657,,70,0
1471,1,3,70,False,48.0,0.06556550412259012,37.75,35,35
1472,2,3,70,False,50.0,0.06465837528115995,42.45,70,0
1473,3,3,70,False,100.0,0.22249924890734094,,35,35
1474,4,3,70,False,49.0,0.0802249572336808,,69,1
1475,5,3,70,False,44.0,0.07175835658236056,27.35,70,0
1476,6,3,70,False,56.0,0.0205886831789495,131.85,70,0
1477,7,3,70,False,57.0,0.0008473659601765724,,0,70
1478,8,3,70,False,99.0,0.20108132164488837,216.05,35,35
1479,9,3,70,False,49.0,0.06321050194445899,26.05,70,0
1480,0,3,75,True,62.0,0.007999481412832493,186.15,38,37
1481,1,3,75,True,53.0,0.0006823799018881178,,20,55
1482,2,3,75,True,52.0,0.009691723319909463,,66,9
1483,3,3,75,True,52.0,0.041573852461550126,166.10000000000002,75,0
1484,4,3,75,True,51.0,0.001003254342493861,196.55,1,74
1485,5,3,75,True,45.0,0.0011733279445111093,73.0,36,39
1486,6,3,75,True,58.0,0.011980908400328517,209.75,38,37
1487,7,3,75,True,46.0,0.0038152466917091665,173.4,37,38
1488,8,3,75,True,61.0,0.00885826681207844,,0,75
1489,9,3,75,True,47.0,0.003426286138141567,242.95000000000002,1,74
1490,0,3,75,False,52.0,0.07126016465436609,75.3,3,72
1491,1,3,75,False,53.0,0.00990946500707222,,1,74
1492,2,3,75,False,46.0,0.11055906272656171,,73,2
1493,3,3,75,False,61.0,0.15367372160642764,,37,38
1494,4,3,75,False,47.0,0.06946330110200082,48.25,74,1
1495,5,3,75,False,91.0,0.15791017884872985,85.95,38,37
1496,6,3,75,False,54.0,0.10952530693609361,153.4,74,1
1497,7,3,75,False,48.0,0.06489120169204293,170.45000000000002,38,37
1498,8,3,75,False,83.0,0.14150431642633646,96.9,1,74
1499,9,3,75,False,49.0,0.0036310773400133793,281.15000000000003,0,75
1500,0,3,80,True,55.0,0.01205093096939477,293.2,40,40
1501,1,3,80,True,56.0,0.0016161112591225257,133.65,80,0
1502,2,3,80,True,52.0,0.0007571574125012959,,80,0
1503,3,3,80,True,45.0,0.006155432299544895,284.15000000000003,63,17
1504,4,3,80,True,50.0,0.036808394637962434,123.55000000000001,5,75
1505,5,3,80,True,57.0,0.06638343167235504,249.0,42,38
1506,6,3,80,True,55.0,0.009326700165754636,159.20000000000002,40,40
1507,7,3,80,True,49.0,0.009362952600888366,98.80000000000001,80,0
1508,8,3,80,True,56.0,0.00960879885256531,77.7,1,79
1509,9,3,80,True,52.0,0.0019925710318966544,188.4,70,10
1510,0,3,80,False,98.0,0.20671539376386527,132.45000000000002,40,40
1511,1,3,80,False,80.0,0.19015706227163384,,40,40
1512,2,3,80,False,50.0,0.06626435914456598,62.35,40,40
1513,3,3,80,False,78.0,0.19100037850577495,,41,39
1514,4,3,80,False,99.0,0.22248384016157174,84.55000000000001,40,40
1515,5,3,80,False,50.0,0.06824819251251091,41.2,1,79
1516,6,3,80,False,71.0,0.16945351247185897,38.45,80,0
1517,7,3,80,False,49.0,0.15293708961524877,19.150000000000002,40,40
1518,8,3,80,False,99.0,0.24798489548081418,158.3,40,40
1519,9,3,80,False,83.0,0.1935002455548927,182.35000000000002,68,12
1520,0,3,85,True,59.0,0.0025721213044279296,226.4,85,0
1521,1,3,85,True,49.0,0.006038815708566163,44.0,34,51
1522,2,3,85,True,60.0,0.03246639409623181,192.4,31,54
1523,3,3,85,True,45.0,0.0013800045413251709,,43,42
1524,4,3,85,True,54.0,0.010107489532080372,203.20000000000002,1,84
1525,5,3,85,True,46.0,0.0383117965836295,329.05,43,42
1526,6,3,85,True,54.0,0.00239117740608394,196.25,28,57
1527,7,3,85,True,64.0,0.03447135020046026,238.35000000000002,42,43
1528,8,3,85,True,57.0,0.0045115773962116175,223.65,84,1
1529,9,3,85,True,51.0,0.00017048085867673308,213.65,0,85
1530,0,3,85,False,89.0,0.20591878091635002,100.65,43,42
